file,snr,is_noisy,vad_score,spectral_score,zcr_score,rms_score,whisper_score
237-134500-0034_noise_synthetic_white_00_snr15.wav,15,True,0.43137254901960786,0.29214326402278384,0.31974871134020616,0.025259049609303474,0.513705039024353
3570-5695-0009_noise_synthetic_white_00_snr15.wav,15,True,0.19760479041916168,0.18022221474730396,0.2611748417721519,0.05453528091311455,0.21981812020142874
237-134500-0009_noise_synthetic_white_03_snr5.wav,5,True,0.0,0.34159510691554684,0.35658482142857145,0.08770445734262466,0.3261109630266825
237-134500-0009_noise_synthetic_white_02_snr5.wav,5,True,0.0,0.34401330288540244,0.35826590401785713,0.08769150823354721,0.3488584142178297
260-123288-0019_noise_synthetic_white_02_snr10.wav,10,True,0.30612244897959184,0.27307074511763296,0.3015530493951613,0.05214192718267441,0.39002806345621743
2830-3980-0013_noise_synthetic_white_00_snr15.wav,15,True,0.23188405797101452,0.080938054621933,0.1589580829326923,0.05056372284889221,0.32685041427612305
4077-13751-0006_noise_synthetic_white_01_snr15.wav,15,True,0.20229885057471264,0.17302791669818485,0.2449679572891198,0.05220859870314598,0.2131480133304229
3729-6852-0013_noise_synthetic_white_01_snr20.wav,20,False,0.34545454545454546,0.21829724155098834,0.2568500225360577,0.011277838610112667,0.4846268892288208
260-123288-0019_noise_synthetic_white_00_snr-5.wav,-5,True,0.0,0.48390806458438945,0.4368332073252688,0.11651371419429779,1.1487325131893158
237-134500-0009_noise_synthetic_white_04_snr-5.wav,-5,True,0.0,0.49539590033547654,0.441357421875,0.16843752562999725,0.7836617390314738
6829-68769-0017_noise_synthetic_white_03_snr15.wav,15,True,0.13559322033898302,0.18673951480275644,0.26873944256756754,0.06317708641290665,0.8657776821743358
6829-68769-0017_noise_synthetic_white_00_snr20.wav,20,False,0.09322033898305082,0.15238137045570527,0.24300570101351351,0.06158512085676193,0.7119179395112124
3729-6852-0013_noise_synthetic_white_02_snr15.wav,15,True,0.3545454545454545,0.25747827762212966,0.28551307091346156,0.011769353412091732,0.49221603870391845
5105-28241-0000_noise_synthetic_white_00_snr5.wav,5,True,0.3627906976744186,0.361761413208945,0.38537960241336633,0.036906998604536057,0.4587411946720547
4446-2271-0007_noise_synthetic_white_00_snr10.wav,10,True,0.15714285714285714,0.2140631069189891,0.2717507102272727,0.061559684574604034,0.951955234303194
5105-28241-0000_noise_synthetic_white_01_snr5.wav,5,True,0.38604651162790693,0.3643325325516008,0.38824885906559403,0.03692542761564255,0.36436568659085494
61-70968-0030_noise_synthetic_white_04_snr15.wav,15,True,0.1534391534391535,0.1413744537851031,0.25082843223314605,0.046833306550979614,0.2816475266995637
61-70970-0028_noise_synthetic_white_04_snr0.wav,0,True,0.0,0.41611245005583236,0.4005764100609756,0.08856046944856644,0.7647989221981594
3570-5696-0006_noise_synthetic_white_04_snr10.wav,10,True,0.07971014492753625,0.21007496764801684,0.26639655892175573,0.06586787104606628,0.308973068776338
3570-5695-0009_noise_synthetic_white_03_snr20.wav,20,False,0.17964071856287422,0.13346360086391945,0.23004536689082278,0.05307798832654953,0.23636353015899658
237-134500-0034_noise_synthetic_white_03_snr20.wav,20,False,0.3921568627450981,0.23359225559585928,0.2783303801546392,0.023952340707182884,0.5318552255630493
6829-68771-0026_noise_synthetic_white_01_snr0.wav,0,True,0.0,0.44836662263853927,0.42446944962686567,0.07644937187433243,0.9672446966171264
6829-68771-0026_noise_synthetic_white_00_snr0.wav,0,True,0.0,0.44537955304045973,0.42545329990671643,0.07658825069665909,0.9881706971388596
4446-2271-0007_noise_synthetic_white_02_snr-5.wav,-5,True,0.0,0.48168123832977566,0.43842477509469696,0.13150878250598907,1.430834588550386
4077-13751-0006_noise_synthetic_white_02_snr20.wav,20,False,0.16091954022988508,0.10750645461944663,0.18546449992359412,0.05073215439915657,0.260899174888179
2830-3980-0013_noise_synthetic_white_03_snr20.wav,20,False,0.21014492753623193,0.04331799993393855,0.11758939302884615,0.04967140406370163,0.35438770428299904
61-70970-0028_noise_synthetic_white_04_snr-5.wav,-5,True,0.0,0.4976720000969614,0.4469988567073171,0.13013315200805664,0.9121377848916583
